genome	KO_number	median_high	median_low	IQR_high	IQR_low	direction
Succiniclasticum ruminis DSM11005	K02588	0.0871596895	0.1126712635	0.031199761	0.0105370685	LME
Succiniclasticum ruminis DSM11005	K01424	0.1821192055	0.103741222	0.09528602625	0.015046698	HME
Succiniclasticum ruminis DSM11005	K01775	0.107254135	0.137124134	0.030427825	0.0116202665	LME
Succiniclasticum ruminis DSM11005	K00337	0.041413356	0.1072954085	0.0423814575	0.0123505815	LME
Succiniclasticum ruminis DSM11005	K00616	0.033467202	0.044249769	0.00223312050000001	0.00884457875	LME
Succiniclasticum ruminis DSM11005	K01615	0.087188012	0.098327512	0.02223089825	0.00162936474999999	LME
Succiniclasticum ruminis DSM11005	K01652	0.0762848085	0.0972815495	0.0608573615	0.006616437	LME
Succiniclasticum ruminis DSM11005	K01710	0.053000853	0.0713488025	0.01249678375	0.00836546424999998	LME
Succiniclasticum ruminis DSM11005	K01810	0.046404278	0.0699672985	0.03220577	0.0145089985	LME
Succiniclasticum ruminis DSM11005	K01876	0.020961853	0.027745942	0.01195769725	0.000941529500000003	LME
Succiniclasticum ruminis DSM11005	K01887	0.0876991425	0.1037264595	0.059779685	0.00797425500000001	LME
Succiniclasticum ruminis DSM11005	K02342	0.0647012925	0.07589825	0.012871787	0.00887083350000001	LME
Succiniclasticum ruminis DSM11005	K02346	0.109049976	0.135535798	0.03906867075	0.01424461125	LME
[Eubacterium] cellulosolvens LD2006	K00927	0.1238074655	0.0910369715	0.007653022	0.00868735050000001	HME
[Eubacterium] cellulosolvens LD2006	K01624	0.109542478	0.061559221	0.0230667135	0.015561026	HME
[Eubacterium] cellulosolvens LD2006	K01681	0.0775455745	0.0986680475	0.00437501375	0.00734966300000001	LME
[Eubacterium] cellulosolvens LD2006	K01803	0.1238074655	0.0910369715	0.007653022	0.00868735050000001	HME
[Eubacterium] cellulosolvens LD2006	K01870	0.103286132	0.073703586	0.00541328775	0.00500254525	HME
[Eubacterium] cellulosolvens LD2006	K01893	0.1139823805	0.0723843835	0.01122112775	0.019059138	HME
[Eubacterium] cellulosolvens LD2006	K01875	0.139503693	0.1018479565	0.0105871165	0.0203121305	HME
